time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),daylight_duration (s),shortwave_radiation_sum (MJ/m²)
1999-08-17,27.6,30.1,25.1,35263.62,46387.48,15.83
1999-08-18,27.5,30.8,24.9,30708.37,46318.73,15.07
1999-08-19,26.8,30.0,24.6,28935.92,46249.32,13.37
1999-08-20,26.6,28.9,24.5,16263.58,46179.32,10.77
1999-08-21,28.4,31.8,25.7,38899.53,46108.79,17.91
1999-08-22,28.9,32.2,26.3,42056.48,46037.77,20.21
1999-08-23,29.0,32.4,26.3,40718.68,45966.33,19.91
1999-08-24,28.6,31.3,26.1,38741.62,45894.52,17.38
1999-08-25,28.2,31.8,25.7,40015.36,45822.40,18.00
1999-08-26,27.3,30.6,25.4,26393.28,45750.00,13.26
1999-08-27,27.4,31.2,25.4,25612.31,45677.40,14.04
1999-08-28,27.7,31.2,25.2,35078.78,45604.63,13.74
1999-08-29,27.2,30.4,25.4,26110.26,45531.75,14.32
1999-08-30,27.3,29.9,25.4,32031.48,45458.81,13.97
1999-08-31,27.4,30.4,25.4,40002.25,45385.86,14.85
1999-09-01,27.1,30.4,25.1,28152.82,45312.85,13.34
1999-09-02,27.3,29.9,25.3,33359.13,45239.28,13.99
1999-09-03,27.2,30.1,25.4,35923.80,45165.12,13.22
1999-09-04,27.4,30.2,25.3,36866.17,45090.41,13.78
1999-09-05,28.1,31.8,25.3,40806.47,45015.22,19.09
1999-09-06,27.9,31.3,25.2,24679.03,44939.60,15.39
1999-09-07,28.1,30.9,25.5,37982.57,44863.59,15.88
1999-09-08,27.9,31.2,25.6,33841.62,44787.25,16.67
1999-09-09,27.2,30.4,24.9,32765.64,44710.63,14.25
1999-09-10,26.4,29.9,24.5,16593.10,44633.79,11.78
1999-09-11,25.9,29.0,24.6,9851.76,44556.75,9.46
1999-09-12,26.1,28.3,24.3,6373.60,44479.59,8.99
1999-09-13,26.2,28.3,24.6,10100.55,44402.35,9.28
1999-09-14,27.1,30.8,24.8,33950.16,44325.07,16.32
1999-09-15,27.5,31.0,25.1,35558.30,44247.80,15.78
1999-09-16,27.2,30.7,25.3,31774.32,44170.60,14.15
1999-09-17,26.8,29.9,24.9,20543.43,44093.50,12.44
1999-09-18,27.3,31.2,25.2,36554.92,44016.56,14.28
1999-09-19,27.6,31.4,25.1,35223.02,43939.83,15.74
1999-09-20,26.7,30.7,24.5,14574.53,43863.34,10.31
1999-09-21,26.2,29.7,24.5,20995.49,43787.05,10.93
1999-09-22,25.1,26.8,24.3,2155.76,43710.45,4.33
1999-09-23,25.7,27.8,24.2,470.90,43633.49,7.29
1999-09-24,26.5,29.4,24.6,17518.76,43556.22,11.20
1999-09-25,26.0,29.1,24.4,9465.02,43478.70,9.18
1999-09-26,26.1,29.6,24.2,10490.49,43400.97,8.76
1999-09-27,26.2,30.3,24.1,34075.45,43323.08,14.78
1999-09-28,27.3,31.2,24.1,37301.18,43245.09,17.31
1999-09-29,27.7,31.3,24.6,39884.40,43167.04,18.98
1999-09-30,27.8,31.5,24.3,36734.05,43089.00,18.50
1999-10-01,27.4,31.2,24.4,38159.82,43011.00,18.00
1999-10-02,27.5,31.0,24.2,39036.08,42933.10,18.45
1999-10-03,27.4,31.2,24.2,38496.45,42855.34,18.17
1999-10-04,27.0,31.1,24.0,38512.71,42777.80,17.31
1999-10-05,26.3,30.5,24.1,33732.79,42700.50,15.01
1999-10-06,25.7,28.0,24.1,25777.27,42623.51,9.99
1999-10-07,27.5,31.4,24.3,37885.79,42546.88,19.39
1999-10-08,27.5,31.0,24.8,36919.38,42470.65,17.28
1999-10-09,27.7,31.3,24.4,37857.07,42394.89,18.01
1999-10-10,27.5,31.7,23.3,38142.11,42319.64,20.19
1999-10-11,27.6,31.9,23.1,38686.31,42244.87,20.45
1999-10-12,27.7,31.5,22.6,38467.51,42169.99,20.45
1999-10-13,27.2,31.0,23.9,37657.12,42094.98,18.50
1999-10-14,26.0,28.6,24.1,21816.76,42019.88,9.85
1999-10-15,26.8,30.0,24.1,36000.00,41944.76,14.01
1999-10-16,26.7,30.8,24.1,31520.84,41869.67,15.44
1999-10-17,24.7,26.4,23.9,0.00,41794.67,3.53
1999-10-18,25.5,28.2,24.1,18502.37,41719.82,8.58
1999-10-19,26.6,30.0,24.0,33678.01,41645.18,15.44
1999-10-20,25.7,29.4,23.6,33311.80,41570.82,12.18
1999-10-21,25.5,28.9,23.6,34092.38,41496.80,11.88
1999-10-22,24.8,26.8,23.4,2915.78,41423.17,6.04
1999-10-23,24.9,27.7,22.9,15654.68,41350.00,6.63
1999-10-24,26.1,30.3,23.0,32400.00,41277.36,17.00
1999-10-25,26.2,30.7,22.4,37173.64,41205.31,19.20
1999-10-26,25.1,30.0,20.3,37286.05,41133.91,19.72
1999-10-27,25.2,29.6,20.1,37395.98,41063.25,19.91
1999-10-28,25.8,30.1,22.5,30382.29,40993.38,13.60
1999-10-29,26.2,28.2,24.8,9623.98,40924.36,7.61
1999-10-30,25.8,29.0,23.3,17823.39,40856.28,9.12
1999-10-31,25.2,28.1,23.1,30423.99,40789.10,9.53
1999-11-01,25.4,29.2,22.8,36280.14,40722.19,14.12
1999-11-02,25.2,29.5,21.9,33821.34,40655.52,14.71
1999-11-03,25.3,29.6,21.4,36077.36,40589.14,16.80
1999-11-04,25.6,29.6,21.2,36396.20,40523.14,17.39
1999-11-05,25.2,30.0,20.5,36500.79,40457.57,16.89
1999-11-06,24.7,29.8,19.5,36601.95,40392.52,18.37
1999-11-07,24.3,29.5,19.4,36599.97,40328.04,18.62
1999-11-08,23.8,29.7,18.3,36597.45,40264.21,18.55
1999-11-09,22.3,29.0,15.8,36594.34,40201.10,18.86
1999-11-10,20.8,27.5,15.1,36590.63,40138.79,19.08
1999-11-11,20.5,27.1,14.7,36493.79,40077.36,18.93
1999-11-12,20.6,27.2,14.5,36400.11,40016.88,18.71
1999-11-13,21.2,27.8,15.2,36309.73,39957.42,18.39
1999-11-14,22.4,28.1,15.3,36309.39,39899.07,18.34
1999-11-15,23.1,28.1,17.8,36308.51,39841.90,18.14
1999-11-16,23.3,28.3,18.2,36131.40,39786.00,17.74
1999-11-17,23.7,28.5,20.2,35969.76,39731.45,15.08
1999-11-18,23.6,28.0,20.1,35952.11,39678.33,15.21
1999-11-19,23.1,27.5,19.5,35936.06,39626.72,15.97
1999-11-20,22.5,26.6,19.5,34192.51,39576.61,12.51
1999-11-21,21.8,27.0,16.1,34448.28,39527.44,14.07
1999-11-22,20.7,26.8,15.5,35897.48,39479.18,17.45
1999-11-23,20.9,27.3,15.3,35905.79,39431.88,17.37
1999-11-24,21.1,27.5,15.5,35879.39,39385.59,17.28
1999-11-25,21.7,27.4,15.4,35872.56,39340.39,17.25
1999-11-26,21.9,27.6,14.9,35867.19,39296.33,17.22
1999-11-27,20.8,27.6,14.8,35863.26,39253.47,16.98
1999-11-28,20.3,27.1,14.6,35860.73,39211.88,17.19
1999-11-29,20.3,26.8,14.3,35859.60,39171.62,17.15
1999-11-30,20.8,27.1,14.4,35859.85,39132.74,16.84
1999-12-01,21.0,27.2,15.4,35861.45,39095.32,15.33
1999-12-02,21.2,27.2,15.4,35864.39,39059.41,15.65
1999-12-03,21.5,27.0,15.6,35868.65,39025.09,15.03
1999-12-04,21.0,27.0,15.4,35874.21,38992.40,15.49
1999-12-05,21.1,27.4,15.1,35881.05,38961.43,16.29
1999-12-06,20.9,27.7,15.2,35889.15,38932.22,16.62
1999-12-07,21.1,27.3,14.8,35898.50,38904.86,16.48
1999-12-08,21.6,27.2,14.7,35909.08,38879.39,15.78
1999-12-09,21.8,27.8,16.2,35920.86,38855.88,14.20
1999-12-10,21.1,27.0,15.7,35933.92,38834.35,16.23
1999-12-11,20.7,26.8,15.7,35943.30,38814.52,16.33
1999-12-12,20.5,26.8,15.0,35922.93,38796.36,16.29
1999-12-13,20.7,27.0,15.0,35904.39,38779.86,16.17
1999-12-14,19.8,27.0,13.0,35883.90,38765.07,16.51
1999-12-15,19.1,26.5,12.6,35847.48,38751.97,16.47
1999-12-16,18.6,25.9,12.1,35811.46,38740.60,16.78
1999-12-17,18.9,25.8,12.3,35775.95,38730.95,16.67
1999-12-18,19.2,26.3,13.0,35741.02,38723.05,16.53
1999-12-19,20.1,26.6,12.8,35706.80,38716.90,16.50
1999-12-20,20.4,26.7,13.8,35673.36,38712.52,16.39
1999-12-21,20.0,26.2,14.2,35640.84,38709.90,16.34
1999-12-22,19.5,26.1,13.6,35609.30,38709.07,16.27
1999-12-23,19.8,25.8,14.1,35578.84,38710.03,16.02
1999-12-24,19.9,25.6,13.5,35549.59,38712.79,16.13
1999-12-25,19.7,25.7,14.5,35521.61,38717.36,16.08
1999-12-26,20.5,25.7,14.3,35495.01,38723.74,16.09
1999-12-27,20.9,26.1,15.9,35469.88,38731.94,15.65
1999-12-28,20.4,26.2,14.4,35446.33,38741.96,15.58
1999-12-29,20.1,25.7,14.6,33178.46,38753.81,12.79
1999-12-30,20.2,25.1,14.1,34459.77,38767.53,13.66
1999-12-31,18.9,24.7,13.3,35385.46,38783.25,14.12
2000-01-01,18.3,24.8,12.4,35401.39,38800.97,16.98
2000-01-02,18.2,24.8,12.2,35382.54,38820.63,16.94
2000-01-03,18.0,24.6,12.8,35421.71,38842.18,17.02
2000-01-04,17.5,24.0,12.2,35406.77,38865.59,17.19
2000-01-05,17.0,23.7,11.7,35392.37,38890.77,17.31
2000-01-06,16.9,23.4,11.3,35444.65,38917.70,17.27
2000-01-07,15.8,22.7,10.2,35503.16,38946.31,17.63
2000-01-08,16.5,23.1,9.5,35496.11,38976.56,17.42
2000-01-09,17.6,23.8,9.5,35564.07,39008.39,17.30
2000-01-10,18.5,25.4,10.7,35560.92,39041.76,17.24
2000-01-11,20.0,26.5,13.5,35638.07,39076.60,17.05
2000-01-12,20.0,27.3,12.4,35638.76,39112.88,16.92
2000-01-13,21.4,28.2,14.6,35724.79,39150.53,17.25
2000-01-14,22.1,29.1,15.7,35729.26,39189.51,17.16
2000-01-15,22.2,27.9,15.4,35734.41,39229.75,17.05
2000-01-16,21.7,26.8,17.2,35648.68,39271.23,13.84
2000-01-17,19.3,25.3,12.5,36122.42,39313.88,17.57
2000-01-18,16.9,23.4,11.2,36234.37,39357.65,18.58
2000-01-19,17.9,24.4,10.5,36351.01,39402.59,18.26
2000-01-20,19.3,26.7,11.0,36372.48,39449.19,18.29
2000-01-21,20.5,26.9,13.6,36190.95,39497.46,15.55
2000-01-22,21.6,27.4,15.2,35205.73,39547.32,16.32
2000-01-23,21.2,26.5,16.7,33461.11,39598.68,12.74
2000-01-24,20.1,25.9,15.3,35794.04,39651.47,16.11
2000-01-25,19.8,26.1,14.2,36816.54,39705.60,18.05
2000-01-26,19.3,26.3,13.1,36966.77,39760.99,18.71
2000-01-27,20.2,27.1,12.5,37028.07,39817.57,18.80
2000-01-28,21.4,28.2,14.9,37021.96,39875.25,17.90
2000-01-29,19.2,24.6,12.9,37154.04,39933.96,18.46
2000-01-30,18.9,25.0,12.4,37218.52,39993.62,19.08
2000-01-31,20.0,25.7,15.3,37283.88,40054.15,18.95
2000-02-01,20.5,26.6,14.3,37350.05,40115.49,17.94
2000-02-02,22.1,27.7,15.9,36823.62,40177.57,16.50
2000-02-03,22.3,27.4,17.7,36853.64,40240.29,13.26
2000-02-04,21.9,26.7,17.7,30649.83,40303.61,12.32
2000-02-05,22.8,27.8,19.6,35715.20,40367.44,13.73
2000-02-06,21.7,26.4,18.6,35582.11,40431.73,11.35
2000-02-07,19.6,23.6,15.7,15880.86,40496.39,8.03
2000-02-08,19.8,24.6,16.1,30540.72,40561.48,15.91
2000-02-09,20.5,25.0,15.6,36524.75,40627.62,14.65
2000-02-10,20.3,24.3,16.1,37599.29,40694.86,14.08
2000-02-11,22.4,26.8,15.9,36717.49,40763.10,18.95
2000-02-12,20.0,21.5,18.3,3047.56,40832.28,4.23
2000-02-13,20.3,24.0,18.6,20308.75,40902.32,8.28
2000-02-14,19.0,20.9,15.6,6837.22,40973.14,4.20
2000-02-15,18.4,24.5,12.5,38341.98,41044.68,20.45
2000-02-16,19.0,24.2,12.3,38418.32,41116.86,21.13
2000-02-17,21.0,26.7,13.8,37340.27,41189.62,17.48
2000-02-18,20.5,25.9,14.7,38048.75,41262.88,18.99
2000-02-19,19.9,25.6,13.9,38161.68,41336.57,20.42
2000-02-20,20.9,25.9,12.5,38586.21,41410.63,18.04
2000-02-21,19.0,22.3,14.6,7487.10,41485.00,5.82
2000-02-22,19.6,25.3,14.6,35038.12,41559.60,15.60
2000-02-23,21.8,26.8,14.5,36481.39,41634.37,18.36
2000-02-24,21.7,26.7,16.9,32143.33,41709.25,14.25
2000-02-25,19.8,22.4,17.6,182.17,41784.17,5.09
2000-02-26,19.5,25.5,13.2,35675.22,41859.07,14.55
2000-02-27,20.4,27.0,12.6,38820.12,41933.89,21.69
2000-02-28,21.4,28.2,14.7,38849.56,42008.69,21.09
2000-02-29,21.6,28.2,15.5,38878.43,42084.05,22.01
2000-03-01,23.4,30.1,15.4,38906.73,42160.04,21.46
2000-03-02,25.6,31.3,20.6,38934.49,42236.59,21.12
2000-03-03,25.9,32.2,20.3,38961.74,42313.64,20.82
2000-03-04,25.9,31.5,21.3,38988.49,42391.13,20.30
2000-03-05,26.1,32.4,21.7,39014.79,42469.02,21.67
2000-03-06,26.2,31.8,20.9,39040.63,42547.22,21.94
2000-03-07,26.6,32.2,21.2,39126.41,42625.70,21.09
2000-03-08,26.4,32.1,21.7,39091.11,42704.39,20.64
2000-03-09,24.8,30.6,17.1,39115.80,42783.24,21.36
2000-03-10,23.6,30.2,16.6,39429.71,42862.19,24.01
2000-03-11,25.7,32.1,17.4,39453.74,42941.19,22.82
2000-03-12,27.2,33.5,23.3,39298.68,43020.18,19.93
2000-03-13,27.7,33.7,24.2,39315.02,43099.10,20.77
2000-03-14,27.4,34.1,21.7,39424.56,43177.89,21.48
2000-03-15,26.3,31.7,21.1,39731.42,43256.52,23.59
2000-03-16,24.9,31.5,16.9,39952.78,43334.91,24.68
2000-03-17,25.1,32.4,16.5,40283.63,43413.02,24.99
2000-03-18,26.7,33.3,20.1,40212.67,43490.78,24.13
2000-03-19,27.8,34.1,22.9,40030.52,43568.25,22.81
2000-03-20,27.0,33.6,18.7,39371.23,43645.98,22.59
2000-03-21,26.3,33.3,18.6,39966.91,43724.02,24.70
2000-03-22,27.2,34.3,19.2,40880.52,43802.32,24.82
2000-03-23,27.8,34.9,21.4,41028.34,43880.83,24.03
2000-03-24,27.6,33.7,21.2,41178.70,43959.51,24.69
2000-03-25,27.9,34.3,21.8,41331.51,44038.29,25.05
2000-03-26,27.8,34.1,21.5,39934.68,44117.14,23.78
2000-03-27,28.2,34.5,21.4,41568.86,44196.00,24.20
2000-03-28,28.6,35.0,21.2,41646.84,44274.81,24.45
2000-03-29,28.8,35.1,22.7,41724.61,44353.54,24.60
2000-03-30,28.0,33.8,22.3,41802.14,44432.11,24.24
2000-03-31,27.8,34.1,22.3,41879.38,44510.49,24.54
2000-04-01,29.0,35.9,23.3,41937.11,44588.63,25.39
2000-04-02,30.0,36.9,24.9,41993.55,44666.46,25.31
2000-04-03,29.8,36.6,25.3,42049.52,44743.94,24.79
2000-04-04,30.3,36.8,25.7,42104.90,44821.00,24.85
2000-04-05,30.1,36.4,25.5,42159.61,44897.61,23.94
2000-04-06,30.2,36.0,25.6,42213.59,44973.70,24.33
2000-04-07,30.0,35.3,25.8,42266.73,45049.20,24.52
2000-04-08,30.6,37.5,25.6,42318.96,45124.18,25.66
2000-04-09,30.9,37.0,25.9,42370.77,45199.14,25.06
2000-04-10,31.0,37.1,25.8,41588.36,45274.15,25.10
2000-04-11,30.0,35.8,26.0,42448.16,45349.14,25.53
2000-04-12,28.9,34.0,25.4,42525.71,45424.07,21.18
2000-04-13,29.5,35.1,25.1,42576.99,45498.88,22.85
2000-04-14,29.5,34.6,25.8,41947.66,45573.53,22.83
2000-04-15,27.8,33.0,23.8,36132.77,45647.96,17.87
2000-04-16,28.2,33.1,23.1,37273.16,45722.11,20.28
2000-04-17,29.6,34.7,25.9,42778.54,45795.95,24.30
2000-04-18,29.9,35.2,26.6,42827.71,45869.39,24.35
2000-04-19,30.0,35.1,26.3,42876.27,45942.41,23.67
2000-04-20,30.2,35.5,26.0,42924.14,46014.93,25.11
2000-04-21,30.4,35.8,26.8,42971.25,46086.89,23.27
2000-04-22,30.3,35.5,26.6,42062.74,46158.25,23.53
2000-04-23,30.3,35.7,26.7,43062.98,46228.93,23.05
2000-04-24,28.7,36.0,23.6,38200.59,46298.89,21.47
2000-04-25,28.7,33.8,25.1,40435.84,46368.05,20.50
2000-04-26,29.3,31.8,27.1,38346.13,46436.36,14.68
2000-04-27,29.4,32.4,27.3,37270.52,46503.74,16.25
2000-04-28,29.9,34.5,27.4,40219.07,46570.24,18.62
2000-04-29,30.4,34.8,27.7,40013.67,46636.35,21.22
2000-04-30,30.0,33.6,27.8,37004.27,46702.11,18.59
2000-05-01,30.6,34.7,28.3,39738.67,46767.46,20.17
2000-05-02,30.0,34.1,27.5,39600.00,46832.36,18.43
2000-05-03,27.8,32.6,23.8,34574.06,46896.74,17.25
2000-05-04,27.6,32.1,24.0,39028.55,46960.55,17.33
2000-05-05,28.7,33.3,24.0,43200.00,47023.73,22.48
2000-05-06,28.2,32.3,24.2,43200.00,47086.23,21.36
2000-05-07,28.6,32.1,24.2,43200.00,47147.99,21.10
2000-05-08,29.8,34.0,25.8,43200.00,47208.94,22.88
2000-05-09,29.7,33.9,26.1,41519.70,47269.02,22.08
2000-05-10,29.9,34.6,26.5,43200.00,47328.18,23.93
2000-05-11,30.1,33.0,26.7,43200.00,47386.34,22.15
2000-05-12,31.2,35.9,27.4,43200.00,47443.45,22.98
2000-05-13,32.3,36.7,27.8,43200.00,47499.44,24.58
2000-05-14,31.9,37.2,27.9,43200.00,47554.25,23.07
2000-05-15,31.4,35.4,28.2,43200.00,47607.80,21.90
2000-05-16,31.2,35.6,27.4,43200.00,47660.04,22.49
2000-05-17,30.2,32.8,27.6,43200.00,47710.89,16.69
2000-05-18,32.5,37.6,28.7,43200.00,47760.36,24.52
2000-05-19,32.9,38.2,28.5,43200.00,47808.87,23.50
2000-05-20,30.4,36.4,25.8,39798.29,47856.44,20.76
2000-05-21,28.1,32.2,25.6,39230.00,47903.04,17.38
2000-05-22,27.3,31.2,25.4,19022.49,47948.60,13.04
2000-05-23,26.3,28.8,25.3,4933.26,47993.10,7.77
2000-05-24,28.6,32.0,25.4,39466.33,48036.48,17.20
2000-05-25,31.6,35.2,27.9,41443.79,48078.70,20.81
2000-05-26,31.4,35.7,28.6,39830.64,48119.70,22.18
2000-05-27,31.2,34.7,28.7,43217.92,48159.44,23.54
2000-05-28,31.1,34.9,28.7,43311.14,48197.87,22.40
2000-05-29,30.6,35.2,28.3,39731.25,48234.95,20.13
2000-05-30,30.9,35.5,28.0,41357.23,48270.61,21.80
2000-05-31,30.6,34.4,27.8,43200.00,48304.83,19.41
2000-06-01,30.4,34.3,27.8,42088.71,48337.55,21.15
2000-06-02,30.0,33.8,27.2,43200.00,48368.71,21.35
2000-06-03,30.3,33.7,27.2,43200.00,48398.27,22.60
2000-06-04,29.7,33.7,26.5,38825.14,48426.19,22.02
2000-06-05,27.6,30.5,26.0,24245.36,48452.41,12.25
2000-06-06,27.1,29.3,25.5,10522.85,48476.88,9.55
2000-06-07,27.7,29.6,25.8,14194.81,48499.60,11.68
2000-06-08,28.0,30.6,26.0,16707.76,48520.75,12.96
2000-06-09,29.4,32.4,26.6,42721.85,48540.37,19.62
2000-06-10,29.1,31.6,27.6,5587.41,48558.44,11.46
2000-06-11,28.9,31.8,27.0,8394.72,48574.95,11.23
2000-06-12,29.9,33.5,27.0,24226.48,48589.89,16.69
2000-06-13,29.6,33.1,26.5,35387.80,48603.24,18.69
2000-06-14,29.7,34.4,26.7,33241.34,48615.00,18.51
2000-06-15,28.5,31.6,26.2,34109.47,48625.16,16.30
2000-06-16,28.4,31.8,25.5,37479.67,48633.70,16.84
2000-06-17,28.3,32.6,25.4,40757.58,48640.62,17.74
2000-06-18,27.4,30.1,26.0,14055.16,48645.91,10.33
2000-06-19,28.2,30.7,26.4,33636.98,48649.57,16.72
2000-06-20,27.9,31.0,26.5,26270.88,48651.58,15.33
2000-06-21,28.0,30.9,26.3,43146.10,48651.94,17.78
2000-06-22,27.7,29.8,25.7,36962.60,48650.65,15.60
2000-06-23,28.3,30.2,25.7,18277.54,48647.69,11.71
2000-06-24,30.0,33.0,27.2,9836.87,48643.06,14.75
2000-06-25,30.6,34.8,27.2,43200.00,48636.77,22.83
2000-06-26,29.9,32.9,27.1,43582.11,48628.79,21.61
2000-06-27,28.7,31.7,26.2,43200.00,48619.12,19.50
2000-06-28,28.2,31.6,25.9,36853.52,48607.65,15.35
2000-06-29,28.5,31.7,25.9,43109.41,48594.39,21.51
2000-06-30,28.3,32.0,26.3,43458.67,48579.39,21.10
2000-07-01,28.7,32.3,26.3,41364.05,48562.66,19.65
2000-07-02,28.9,32.6,25.6,43577.34,48544.25,22.74
2000-07-03,29.1,32.4,25.6,42111.32,48524.19,21.77
2000-07-04,29.2,33.4,25.5,43937.10,48502.52,24.61
2000-07-05,29.5,33.5,25.5,43575.71,48479.28,23.67
2000-07-06,29.0,33.3,26.8,43575.32,48454.50,20.12
2000-07-07,28.2,30.8,25.8,32804.88,48428.23,14.79
2000-07-08,27.6,30.0,25.9,23598.27,48400.50,11.95
2000-07-09,28.3,31.4,25.6,39021.09,48371.34,16.21
2000-07-10,27.6,30.3,25.6,15138.03,48340.79,12.36
2000-07-11,28.5,31.1,26.4,37307.39,48308.90,15.99
2000-07-12,28.1,31.1,26.1,31560.13,48275.70,16.52
2000-07-13,27.8,31.3,25.4,41294.41,48241.22,16.82
2000-07-14,27.8,30.8,25.6,33510.39,48205.52,15.05
2000-07-15,27.8,31.2,25.6,20630.80,48168.61,14.10
2000-07-16,27.5,31.3,25.6,10727.28,48130.55,9.68
2000-07-17,27.5,30.4,25.7,21287.80,48091.29,12.68
2000-07-18,27.5,30.3,25.7,29032.67,48050.50,13.52
2000-07-19,27.5,30.5,25.5,41829.94,48008.16,16.99
2000-07-20,27.0,29.1,25.5,19964.57,47964.33,10.47
2000-07-21,27.1,28.4,25.8,2702.18,47919.09,9.03
2000-07-22,27.6,30.7,25.0,15796.16,47872.49,13.11
2000-07-23,26.6,29.0,24.8,10789.56,47824.60,9.69
2000-07-24,26.1,27.8,25.3,786.89,47775.48,6.99
2000-07-25,25.8,28.0,25.1,1891.11,47725.19,6.75
2000-07-26,26.6,28.2,25.1,11120.23,47673.79,8.60
2000-07-27,27.2,30.5,25.0,41108.70,47621.34,15.65
2000-07-28,28.1,31.8,25.0,36805.84,47567.89,19.91
2000-07-29,28.2,31.2,25.9,40686.89,47513.52,18.59
2000-07-30,27.9,31.5,25.4,38413.77,47458.29,17.09
2000-07-31,28.0,31.5,25.5,40181.76,47402.22,17.45
2000-08-01,28.0,30.7,25.9,13935.60,47345.40,12.69
2000-08-02,28.6,30.6,26.9,6990.11,47287.87,11.97
2000-08-03,29.0,32.9,27.2,25327.17,47229.70,16.74
2000-08-04,29.1,33.6,25.9,33597.53,47170.92,19.50
2000-08-05,29.3,33.2,25.8,42895.56,47111.61,21.02
2000-08-06,28.6,33.2,26.1,38361.00,47051.71,17.76
2000-08-07,28.7,32.6,26.1,34899.39,46990.77,18.76
2000-08-08,28.5,31.7,26.0,39583.97,46928.74,17.79
2000-08-09,27.7,30.3,25.9,21841.61,46865.72,13.13
2000-08-10,27.3,30.7,25.4,27737.57,46801.75,14.16
2000-08-11,27.1,29.6,25.6,21719.77,46736.90,12.16
2000-08-12,27.7,30.1,25.6,14740.67,46671.24,12.77
2000-08-13,27.8,31.2,26.3,32048.53,46604.81,15.33
2000-08-14,27.6,30.4,26.1,35258.48,46537.68,13.74
2000-08-15,27.8,31.5,26.1,23707.12,46469.93,12.92
2000-08-16,28.1,31.8,25.3,27180.00,46401.59,15.93
2000-08-17,26.8,29.4,25.4,10009.61,46332.72,9.89
2000-08-18,27.6,31.3,25.6,27029.91,46263.38,12.81
2000-08-19,27.9,31.5,25.8,38337.84,46193.64,17.25
2000-08-20,28.2,31.5,25.7,36243.88,46123.53,17.52
2000-08-21,28.1,31.3,26.0,37633.89,46053.12,16.60
2000-08-22,28.9,32.2,25.9,42705.21,45982.46,20.54
2000-08-23,28.7,31.9,25.9,40623.34,45911.60,19.51
2000-08-24,28.5,31.8,25.9,40277.86,45840.59,20.32
2000-08-25,28.7,32.1,25.9,42650.26,45769.48,20.51
2000-08-26,28.4,31.6,25.9,39134.74,45698.23,18.51
2000-08-27,28.1,30.7,25.8,37863.35,45626.34,15.46
2000-08-28,28.1,31.1,26.0,38823.78,45553.78,17.08
2000-08-29,27.6,30.2,25.7,38288.00,45480.60,13.94
2000-08-30,27.0,29.3,25.3,13387.89,45406.86,9.83
2000-08-31,26.1,27.9,25.3,0.00,45332.61,4.79
2000-09-01,27.4,30.5,25.5,14390.76,45257.90,10.40
2000-09-02,27.9,31.6,25.9,19341.89,45182.80,12.58
2000-09-03,29.1,32.6,26.6,36463.05,45107.35,18.64
2000-09-04,28.1,31.0,25.9,27992.66,45031.59,14.67
2000-09-05,27.6,32.0,25.6,30769.31,44955.59,15.79
2000-09-06,27.3,30.8,25.0,36608.34,44879.39,15.23
2000-09-07,26.6,29.2,25.2,14475.28,44803.05,10.21
2000-09-08,26.9,29.8,25.3,22045.93,44726.60,11.84
2000-09-09,26.9,29.6,25.0,26014.97,44650.10,11.42
2000-09-10,27.0,30.1,25.0,24828.24,44573.60,12.23
2000-09-11,28.0,31.8,25.3,39856.09,44497.14,16.67
2000-09-12,29.0,32.3,25.4,37654.48,44420.77,19.44
2000-09-13,27.3,31.4,25.1,15952.63,44344.55,11.22
2000-09-14,26.7,29.6,25.4,17423.02,44268.50,10.55
2000-09-15,27.6,30.2,25.3,37913.64,44192.60,15.64
2000-09-16,27.4,30.2,25.1,15614.53,44116.32,12.18
2000-09-17,26.7,30.2,24.8,21733.34,44039.63,12.18
2000-09-18,25.4,26.8,24.4,0.00,43962.58,5.30
2000-09-19,24.9,26.0,23.9,574.40,43885.21,4.16
2000-09-20,25.7,28.9,24.0,17121.36,43807.58,11.40
2000-09-21,26.4,29.7,24.5,19770.07,43729.74,11.30
2000-09-22,26.9,29.4,24.7,11349.52,43651.74,11.43
2000-09-23,26.4,30.3,24.3,19534.33,43573.62,12.65
2000-09-24,26.7,29.9,24.4,35521.61,43495.45,13.17
2000-09-25,27.2,30.9,24.7,38001.09,43417.26,17.41
2000-09-26,27.1,31.8,23.9,34938.63,43339.11,18.14
2000-09-27,27.8,32.3,23.8,40279.21,43261.04,20.87
2000-09-28,28.0,32.4,23.6,40372.43,43183.12,20.64
2000-09-29,27.8,32.0,22.8,40462.80,43105.38,20.65
2000-09-30,28.0,31.6,22.7,40067.83,43027.87,21.29
2000-10-01,26.8,31.1,24.6,37100.45,42950.66,16.36
2000-10-02,27.3,31.1,24.7,37825.13,42873.77,19.04
2000-10-03,27.9,31.5,24.9,37956.43,42797.28,18.13
2000-10-04,27.3,31.6,23.6,36813.98,42721.23,17.14
2000-10-05,26.8,30.4,23.8,32710.44,42645.57,15.89
2000-10-06,27.7,31.1,24.8,38422.57,42569.75,17.85
2000-10-07,27.3,31.2,24.6,38125.96,42493.71,17.01
2000-10-08,27.6,31.4,24.7,37375.16,42417.53,17.61
2000-10-09,27.3,31.3,25.0,37561.03,42341.26,16.85
2000-10-10,27.8,31.4,24.7,37386.25,42264.95,17.84
2000-10-11,27.9,31.4,25.0,35983.59,42188.65,16.33
