time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),daylight_duration (s),shortwave_radiation_sum (MJ/m²)
2000-10-12,28.3,31.9,24.7,37811.64,42112.43,19.13
2000-10-13,27.3,31.6,23.0,37472.54,42036.34,18.75
2000-10-14,26.6,31.5,22.6,38406.50,41960.44,21.39
2000-10-15,27.6,31.6,23.5,37306.19,41884.78,18.20
2000-10-16,27.6,32.0,24.9,31379.58,41809.43,16.11
2000-10-17,26.3,29.1,24.5,24462.77,41734.45,9.74
2000-10-18,26.9,30.9,24.5,32241.45,41659.89,13.42
2000-10-19,27.3,31.2,24.5,36698.83,41585.82,16.29
2000-10-20,27.7,31.7,24.4,36941.08,41512.29,17.31
2000-10-21,27.4,32.4,21.5,37298.79,41439.38,18.36
2000-10-22,27.0,32.4,21.4,37300.11,41367.14,17.90
2000-10-23,27.4,32.4,21.9,37176.54,41295.64,19.78
2000-10-24,26.9,31.8,21.9,37174.40,41224.94,18.92
2000-10-25,26.3,31.7,21.5,37402.45,41155.00,18.81
2000-10-26,26.7,31.3,21.8,37283.12,41085.22,18.80
2000-10-27,24.2,26.5,22.5,11436.06,41015.55,4.82
2000-10-28,22.7,24.8,19.5,7760.53,40946.06,4.50
2000-10-29,22.6,25.1,19.5,26214.49,40876.80,13.38
2000-10-30,23.7,26.9,20.4,25584.35,40807.86,14.04
2000-10-31,24.3,28.1,19.9,36220.11,40739.29,15.08
2000-11-01,24.6,28.8,19.8,36604.89,40671.16,15.93
2000-11-02,25.0,29.2,21.5,36604.91,40603.55,15.46
2000-11-03,25.5,29.5,21.5,36187.03,40536.52,16.89
2000-11-04,25.7,29.5,21.8,36500.73,40470.15,16.54
2000-11-05,25.6,29.0,21.9,36500.91,40404.52,16.55
2000-11-06,24.3,28.9,19.9,36201.17,40339.68,15.46
2000-11-07,24.5,29.2,19.3,36499.92,40275.72,16.61
2000-11-08,24.6,29.2,19.2,36402.16,40212.73,17.52
2000-11-09,23.5,29.0,18.2,36496.93,40150.76,18.27
2000-11-10,24.4,29.6,18.0,36401.62,40089.91,18.36
2000-11-11,23.6,29.4,18.0,36309.44,40030.25,17.85
2000-11-12,23.9,29.1,17.8,36309.77,39971.86,17.99
2000-11-13,24.0,28.4,18.3,36135.09,39914.83,18.04
2000-11-14,24.1,28.4,19.3,36223.70,39859.12,16.50
2000-11-15,23.1,28.3,18.2,36051.90,39804.16,16.10
2000-11-16,22.7,28.3,18.1,35975.00,39749.90,16.35
2000-11-17,22.5,28.2,17.6,35957.84,39696.41,16.50
2000-11-18,23.3,28.2,17.7,36013.61,39643.73,16.79
2000-11-19,22.9,28.6,17.9,36002.75,39591.96,17.13
2000-11-20,23.5,29.1,18.8,35921.70,39541.16,16.48
2000-11-21,23.7,28.7,19.8,35915.25,39491.37,16.98
2000-11-22,23.3,28.8,18.6,35892.43,39442.69,16.17
2000-11-23,23.1,28.7,17.4,35883.42,39395.17,17.04
2000-11-24,22.7,28.4,17.1,35875.77,39348.89,16.94
2000-11-25,22.0,28.0,16.3,35869.47,39303.92,16.84
2000-11-26,21.4,28.1,15.3,35864.52,39260.32,17.22
2000-11-27,21.2,27.7,15.1,35860.94,39218.18,16.63
2000-11-28,21.6,25.9,15.8,27224.83,39177.55,9.53
2000-11-29,21.4,25.9,17.9,30950.85,39138.53,11.70
2000-11-30,21.8,27.3,16.4,35858.32,39101.16,15.47
2000-12-01,21.2,27.4,16.0,35860.17,39065.55,16.58
2000-12-02,19.3,25.5,13.4,35863.38,39031.74,16.86
2000-12-03,17.7,24.4,12.3,35867.95,38999.82,17.50
2000-12-04,17.5,24.5,11.7,35873.95,38969.79,17.21
2000-12-05,17.9,24.4,11.0,35881.76,38941.29,17.12
2000-12-06,18.0,25.2,11.5,35891.37,38914.27,16.90
2000-12-07,18.2,25.3,11.4,35902.73,38888.77,16.86
2000-12-08,18.5,25.5,12.3,35915.77,38864.80,16.65
2000-12-09,19.3,25.9,12.1,35930.40,38842.41,16.76
2000-12-10,19.7,26.9,12.2,35946.57,38821.62,16.65
2000-12-11,20.4,26.8,13.7,35930.54,38802.46,16.35
2000-12-12,19.5,26.8,12.9,35910.75,38784.96,16.31
2000-12-13,18.0,24.8,12.0,35889.23,38769.14,16.67
2000-12-14,17.8,24.5,11.3,35851.55,38755.04,16.63
2000-12-15,18.3,25.1,11.6,35814.60,38742.67,16.46
2000-12-16,19.1,25.7,12.4,35778.46,38732.07,16.26
2000-12-17,19.1,26.1,12.9,35743.25,38723.26,16.38
2000-12-18,19.3,25.9,12.4,35709.08,38716.27,16.28
2000-12-19,20.1,26.5,13.5,35676.04,38711.12,16.31
2000-12-20,19.0,26.3,12.8,35644.23,38707.83,16.43
2000-12-21,18.3,24.7,11.9,35613.75,38706.44,16.70
2000-12-22,18.6,25.2,12.7,35584.71,38706.95,16.59
2000-12-23,19.2,25.6,12.8,35557.20,38709.40,16.37
2000-12-24,19.7,25.2,14.3,35531.33,38713.80,14.45
2000-12-25,20.1,25.0,15.5,35506.55,38720.21,15.48
2000-12-26,19.9,25.4,15.2,35482.45,38728.59,14.95
2000-12-27,20.0,25.9,14.5,35459.12,38738.91,15.58
2000-12-28,19.6,26.1,13.5,35436.60,38751.13,15.65
2000-12-29,19.3,25.8,13.0,35414.96,38765.22,16.37
2000-12-30,18.7,25.6,12.6,35394.27,38781.15,16.73
2000-12-31,18.9,25.6,12.1,35374.58,38798.87,16.75
2001-01-01,19.8,25.8,12.5,35355.96,38818.35,16.45
2001-01-02,20.4,25.3,16.0,32631.24,38839.55,12.79
2001-01-03,19.8,25.6,13.9,35322.14,38862.44,15.94
2001-01-04,17.4,23.5,11.9,35393.60,38886.97,16.89
2001-01-05,15.7,21.7,10.3,35444.53,38913.11,17.15
2001-01-06,15.1,21.3,9.6,35501.85,38940.82,17.38
2001-01-07,15.4,22.5,8.9,35494.14,38970.07,17.50
2001-01-08,17.1,23.6,9.7,35487.23,39000.80,17.25
2001-01-09,18.1,24.2,11.0,35404.57,39032.98,14.18
2001-01-10,17.1,23.5,10.5,35634.48,39066.58,16.93
2001-01-11,15.4,22.2,9.3,35716.99,39101.56,17.84
2001-01-12,15.4,23.0,8.5,35805.19,39137.87,18.04
2001-01-13,16.9,24.0,9.4,35812.69,39175.55,17.45
2001-01-14,17.0,24.3,10.5,35998.15,39215.04,17.85
2001-01-15,16.5,24.2,9.9,36102.49,39256.33,18.31
2001-01-16,17.1,24.7,9.2,36211.84,39299.34,18.45
2001-01-17,17.4,25.4,10.3,36230.94,39344.01,18.43
2001-01-18,16.9,24.8,9.6,36444.93,39390.23,18.81
2001-01-19,16.9,24.7,9.4,36568.38,39437.95,18.93
2001-01-20,17.7,25.7,9.7,36594.89,39487.08,18.64
2001-01-21,18.9,26.1,10.1,36724.35,39537.54,18.72
2001-01-22,20.2,27.5,12.4,36648.71,39589.26,18.26
2001-01-23,21.6,29.2,14.7,36676.01,39642.17,17.67
2001-01-24,18.2,25.7,10.1,36896.79,39696.18,18.94
2001-01-25,16.6,23.3,9.1,36956.54,39751.24,19.42
2001-01-26,17.3,24.0,9.5,37017.26,39807.26,19.36
2001-01-27,18.1,24.7,10.2,37078.90,39864.18,19.27
2001-01-28,17.8,25.1,10.6,37141.37,39921.91,19.15
2001-01-29,19.0,26.3,9.9,37204.59,39980.41,19.35
2001-01-30,19.7,27.8,11.4,37268.48,40039.59,19.09
2001-01-31,20.1,27.9,13.5,32575.88,40099.38,16.84
2001-02-01,21.8,30.1,14.5,36991.53,40159.73,17.99
2001-02-02,22.7,29.9,15.3,37463.49,40220.68,19.18
2001-02-03,20.9,27.5,14.6,37530.11,40282.84,18.49
2001-02-04,20.4,27.3,13.9,37598.02,40346.23,19.62
2001-02-05,21.3,28.0,15.1,37667.11,40410.79,17.70
2001-02-06,22.3,28.9,16.0,37737.29,40476.42,18.23
2001-02-07,20.2,27.0,12.5,37808.48,40543.05,20.52
2001-02-08,19.8,27.0,12.6,37880.59,40610.60,20.67
2001-02-09,19.7,26.7,11.7,37953.52,40679.00,20.70
2001-02-10,19.4,26.7,11.0,38027.20,40748.17,20.76
2001-02-11,20.8,27.7,12.6,38101.55,40818.04,18.87
2001-02-12,20.7,28.2,13.4,38176.47,40888.52,19.76
2001-02-13,20.3,28.4,12.2,38251.89,40959.56,21.05
2001-02-14,21.1,28.8,12.8,38327.74,41031.09,20.43
2001-02-15,22.4,29.5,15.3,38403.93,41103.02,20.93
2001-02-16,22.7,29.4,14.4,38480.38,41175.30,19.53
2001-02-17,23.7,30.2,16.9,38527.25,41247.85,20.29
2001-02-18,24.2,30.7,17.9,38561.16,41320.61,18.50
2001-02-19,24.5,31.3,17.8,38594.56,41393.52,19.53
2001-02-20,24.4,30.1,17.9,38627.44,41466.50,18.62
2001-02-21,23.9,28.7,20.0,35503.01,41539.49,15.60
2001-02-22,22.6,27.3,17.4,35339.86,41612.55,14.19
2001-02-23,23.1,29.2,17.5,38722.77,41686.28,20.95
2001-02-24,24.7,30.7,18.8,38753.40,41760.73,21.32
2001-02-25,26.0,31.5,21.3,38783.47,41835.86,20.10
2001-02-26,26.2,31.8,22.0,36578.38,41911.57,16.41
2001-02-27,25.5,31.1,21.3,37123.71,41987.83,19.50
2001-02-28,25.5,30.6,22.1,36692.31,42064.55,18.54
2001-03-01,25.2,30.1,20.7,36802.50,42141.69,17.34
2001-03-02,25.6,30.4,20.6,38926.12,42219.18,18.14
2001-03-03,25.4,31.2,17.6,38953.27,42296.96,22.51
2001-03-04,25.0,31.8,17.3,38979.99,42374.98,21.92
2001-03-05,23.6,30.2,19.1,39009.55,42453.17,18.62
2001-03-06,24.0,30.5,17.2,39032.31,42531.48,21.52
2001-03-07,24.0,31.0,16.5,39119.13,42609.84,23.30
2001-03-08,24.7,31.3,18.5,39215.45,42688.21,23.35
2001-03-09,25.2,31.0,18.5,39236.69,42766.52,19.23
2001-03-10,25.3,32.6,17.9,39174.00,42844.73,22.94
2001-03-11,25.3,32.6,18.1,39447.23,42922.76,22.30
2001-03-12,25.5,33.0,19.5,39559.07,43000.56,23.88
2001-03-13,26.9,33.4,20.2,39675.04,43078.09,22.18
2001-03-14,27.3,33.0,22.5,39229.96,43155.39,21.06
2001-03-15,27.3,33.9,21.9,39253.47,43233.01,23.19
2001-03-16,27.6,34.2,21.5,39946.76,43311.02,22.96
2001-03-17,28.0,34.5,22.9,39873.48,43389.37,22.97
2001-03-18,28.1,34.0,22.3,39897.07,43468.00,22.65
2001-03-19,28.0,35.2,21.8,40339.45,43546.85,24.48
2001-03-20,28.6,35.3,21.7,40476.55,43625.89,24.10
2001-03-21,29.1,35.5,23.4,40507.31,43705.05,23.95
2001-03-22,28.9,35.3,23.7,40536.73,43784.29,20.85
2001-03-23,27.1,31.3,23.8,39428.72,43863.55,20.20
2001-03-24,27.9,32.9,23.5,40476.62,43942.77,23.48
2001-03-25,28.0,33.8,23.1,41086.96,44021.93,24.42
2001-03-26,28.4,34.3,24.0,41238.41,44100.95,23.84
2001-03-27,28.4,34.4,24.1,41271.39,44179.78,22.86
2001-03-28,29.2,34.5,25.0,41303.22,44258.38,22.54
2001-03-29,29.2,34.8,25.7,39592.94,44336.68,21.91
2001-03-30,28.7,33.3,25.0,37266.54,44414.64,19.25
2001-03-31,26.9,31.3,22.1,41392.79,44492.20,18.01
2001-04-01,26.8,31.8,22.2,39643.69,44569.32,20.86
2001-04-02,26.7,31.2,23.8,41979.54,44645.91,20.66
2001-04-03,28.2,33.1,23.7,42033.55,44722.05,23.91
2001-04-04,28.8,34.7,24.0,42087.25,44798.24,24.59
2001-04-05,29.4,35.4,24.3,42141.09,44874.56,25.45
2001-04-06,30.1,35.4,24.5,42194.98,44950.94,24.45
2001-04-07,30.7,37.2,25.6,42248.85,45027.33,24.16
2001-04-08,30.7,36.1,26.5,42302.65,45103.69,24.04
2001-04-09,30.8,36.8,26.5,40054.20,45179.96,22.31
2001-04-10,31.1,36.7,27.1,40456.80,45256.10,24.46
2001-04-11,30.7,36.3,26.6,41162.79,45332.05,24.89
2001-04-12,30.4,35.7,26.5,34326.96,45407.75,21.13
2001-04-13,30.2,36.0,24.3,24770.47,45483.16,18.31
2001-04-14,27.3,31.6,24.2,39821.88,45558.22,18.23
2001-04-15,27.4,32.2,24.1,42039.61,45632.88,19.99
2001-04-16,28.5,32.9,24.1,42721.50,45707.08,22.50
2001-04-17,28.9,35.1,24.0,36160.26,45780.75,23.42
2001-04-18,27.2,30.9,23.8,41861.59,45853.86,20.40
2001-04-19,29.2,34.6,24.3,42868.60,45926.33,24.73
2001-04-20,30.2,36.0,24.3,42915.84,45998.11,25.73
2001-04-21,30.3,36.2,23.7,42962.07,46069.14,25.10
2001-04-22,29.9,36.7,23.0,43007.21,46139.36,27.57
2001-04-23,30.7,37.9,23.0,43051.20,46208.79,26.73
2001-04-24,31.0,38.2,25.3,43094.37,46277.95,25.61
2001-04-25,30.9,37.9,25.4,43137.04,46346.88,26.30
2001-04-26,30.6,35.9,26.7,43179.17,46415.52,25.78
2001-04-27,30.9,36.3,27.3,43200.00,46483.83,25.56
2001-04-28,31.4,37.3,27.4,43200.00,46551.75,24.97
2001-04-29,31.3,36.4,28.1,43200.00,46619.21,23.21
2001-04-30,30.1,35.5,27.0,41196.62,46686.18,17.91
2001-05-01,29.0,34.8,26.8,43141.31,46752.58,18.93
2001-05-02,29.1,35.1,26.6,40767.04,46818.36,19.94
2001-05-03,29.3,33.9,25.8,41180.16,46883.47,18.13
2001-05-04,30.3,34.7,27.3,41853.15,46947.83,21.13
2001-05-05,29.0,34.1,26.0,39600.00,47011.39,21.06
2001-05-06,27.0,31.2,23.2,33933.51,47074.09,15.26
2001-05-07,27.2,30.3,23.7,19162.58,47135.86,12.45
2001-05-08,29.9,33.5,27.5,42550.62,47196.63,16.34
2001-05-09,30.7,35.0,27.7,34850.20,47256.36,20.56
2001-05-10,30.8,35.1,27.9,43200.00,47314.95,24.14
2001-05-11,29.5,34.3,23.6,43200.00,47372.35,19.68
2001-05-12,26.7,30.2,23.2,37633.27,47428.50,16.87
2001-05-13,27.8,31.9,22.9,43200.00,47483.40,26.30
2001-05-14,28.7,32.7,23.5,43200.00,47537.50,26.64
2001-05-15,29.2,33.1,25.3,43200.00,47590.84,22.02
2001-05-16,28.4,31.1,26.2,40400.78,47643.37,16.84
2001-05-17,29.5,33.8,26.5,43200.00,47695.03,21.74
2001-05-18,29.7,33.5,26.9,43200.00,47745.77,20.82
2001-05-19,30.0,33.5,26.9,43200.00,47795.55,22.51
2001-05-20,30.0,33.2,27.7,43200.00,47844.30,19.50
2001-05-21,29.8,34.0,25.6,42958.96,47891.98,20.66
2001-05-22,29.6,33.9,26.4,39819.83,47938.54,21.30
2001-05-23,31.2,35.1,28.2,43200.00,47983.92,23.12
2001-05-24,31.9,36.3,28.0,42651.44,48028.06,22.06
2001-05-25,31.2,35.1,28.1,43226.50,48070.91,23.44
2001-05-26,31.4,35.5,27.7,43200.00,48112.41,24.46
2001-05-27,29.8,33.8,26.7,43200.00,48152.52,21.91
2001-05-28,29.0,32.1,26.9,40409.39,48191.16,17.69
2001-05-29,28.3,32.9,25.9,23552.35,48228.30,13.49
2001-05-30,27.6,29.7,25.8,5549.02,48263.86,9.85
2001-05-31,29.7,33.7,25.8,36485.05,48297.80,19.54
2001-06-01,28.7,31.9,25.6,37855.12,48330.05,14.28
2001-06-02,26.7,29.0,25.1,0.00,48360.62,6.29
2001-06-03,26.3,29.1,25.0,2136.11,48389.76,5.89
2001-06-04,27.0,30.6,25.9,8808.88,48417.50,8.46
2001-06-05,27.5,30.5,26.0,7496.02,48443.82,11.12
2001-06-06,28.0,30.8,25.4,35970.35,48468.70,16.21
2001-06-07,27.5,31.2,25.3,20725.37,48492.11,14.84
2001-06-08,27.9,31.0,25.3,20145.67,48514.03,14.93
2001-06-09,27.3,31.4,25.2,26345.91,48534.44,13.42
2001-06-10,27.9,31.6,25.6,41238.91,48553.30,17.16
2001-06-11,27.9,31.1,25.7,25139.82,48570.62,15.40
2001-06-12,27.9,30.3,25.4,34061.36,48586.36,14.21
2001-06-13,26.4,28.8,25.2,2304.78,48600.50,6.77
2001-06-14,26.6,28.2,25.4,12750.82,48613.03,9.68
2001-06-15,27.0,28.7,25.3,21644.18,48623.92,10.49
2001-06-16,26.7,28.3,24.9,2723.47,48633.15,7.38
2001-06-17,25.6,26.7,24.7,162.79,48640.70,4.02
2001-06-18,27.0,28.7,25.3,3316.20,48646.57,8.22
2001-06-19,28.1,30.9,26.1,31916.38,48650.71,16.59
2001-06-20,27.8,30.6,25.4,42952.50,48653.14,16.16
2001-06-21,28.5,32.5,25.5,34311.38,48653.82,18.24
2001-06-22,27.3,30.9,25.6,24093.97,48652.73,13.73
2001-06-23,26.9,29.0,25.7,9382.42,48649.86,9.32
2001-06-24,27.4,29.9,25.7,24020.05,48645.21,11.83
2001-06-25,27.3,30.4,25.5,22884.80,48638.81,13.25
2001-06-26,27.2,29.7,25.5,22160.94,48630.69,11.07
2001-06-27,27.2,30.2,25.6,28853.09,48620.86,12.91
2001-06-28,26.9,30.1,25.6,11469.97,48609.36,8.42
2001-06-29,27.0,29.4,25.5,17825.59,48596.20,9.51
2001-06-30,27.8,31.0,25.3,29527.36,48581.42,14.04
2001-07-01,27.5,30.6,25.4,22082.74,48565.04,13.24
2001-07-02,25.9,26.6,25.0,0.00,48547.08,2.27
2001-07-03,26.2,28.8,24.7,6646.90,48527.58,8.24
2001-07-04,27.8,31.2,25.6,35987.76,48506.56,16.47
2001-07-05,28.7,31.9,25.8,43575.46,48484.04,21.54
2001-07-06,28.9,31.8,26.5,40095.39,48460.07,19.21
2001-07-07,28.1,30.7,26.0,35031.78,48434.64,15.42
2001-07-08,28.2,31.2,26.0,32751.65,48407.82,17.09
2001-07-09,27.9,30.8,25.5,34734.37,48379.62,17.63
2001-07-10,26.6,29.7,24.8,13825.89,48350.07,10.36
2001-07-11,26.3,27.2,24.9,16.06,48319.20,4.94
2001-07-12,27.4,30.2,26.1,24190.58,48286.98,13.05
2001-07-13,28.7,31.5,26.4,43456.65,48253.10,16.37
2001-07-14,28.1,31.2,26.0,35895.55,48217.58,14.22
2001-07-15,28.0,31.1,26.0,26382.26,48180.48,12.96
2001-07-16,27.5,30.5,25.6,27581.02,48141.84,13.11
2001-07-17,27.9,30.5,25.8,35930.34,48101.73,15.60
2001-07-18,27.5,30.5,25.7,31937.02,48060.22,13.59
2001-07-19,27.4,29.6,25.7,25003.78,48017.35,12.04
2001-07-20,27.6,29.9,25.7,24931.44,47973.18,10.83
2001-07-21,26.9,28.9,25.4,4780.34,47927.78,9.30
2001-07-22,26.8,29.8,25.4,11352.12,47881.20,9.13
2001-07-23,27.0,30.6,25.4,26499.40,47833.49,12.47
2001-07-24,27.2,29.7,25.2,25745.68,47784.71,13.47
2001-07-25,27.6,30.4,25.1,34599.68,47734.93,14.37
2001-07-26,27.7,30.4,25.3,37437.89,47684.18,14.25
2001-07-27,28.3,30.6,26.2,38492.08,47632.52,16.18
2001-07-28,29.0,31.9,26.9,41241.36,47580.02,18.97
2001-07-29,28.2,31.7,26.3,17626.86,47526.73,12.16
2001-07-30,27.8,31.0,26.1,4244.84,47472.68,10.43
2001-07-31,28.9,32.6,26.3,35371.15,47417.93,18.38
2001-08-01,27.8,29.5,26.1,9458.06,47362.46,8.41
2001-08-02,27.1,32.0,25.4,18249.58,47305.81,10.81
2001-08-03,27.6,31.3,25.5,39420.51,47247.96,18.69
2001-08-04,27.4,30.2,25.5,28658.88,47188.98,14.32
2001-08-05,27.4,30.6,25.5,26521.67,47128.93,14.12
2001-08-06,27.7,31.2,25.4,26946.21,47067.89,16.46
2001-08-07,28.2,31.7,25.3,42885.41,47005.90,20.51
2001-08-08,28.4,32.0,25.4,35094.36,46943.04,18.06
2001-08-09,27.8,31.1,25.1,38830.45,46879.36,15.86
2001-08-10,27.5,30.3,25.4,38657.05,46814.93,15.72
2001-08-11,28.0,30.9,25.5,40861.34,46749.81,18.13
2001-08-12,27.9,31.5,25.5,32721.73,46684.06,17.07
2001-08-13,27.5,31.1,25.6,22470.11,46617.73,12.50
2001-08-14,27.6,30.8,25.6,24546.78,46550.88,13.67
2001-08-15,27.9,31.2,25.5,38537.52,46483.57,16.84
2001-08-16,27.7,31.1,25.4,36985.27,46415.86,14.80
2001-08-17,27.8,31.4,25.8,23442.62,46347.79,13.05
2001-08-18,28.3,31.1,26.3,26899.87,46279.42,11.24
2001-08-19,28.7,31.3,26.8,38268.85,46210.81,15.78
2001-08-20,28.9,32.0,26.6,39671.08,46142.00,17.24
2001-08-21,28.5,31.5,26.1,42725.46,46072.96,18.82
2001-08-22,28.2,31.3,26.1,38262.04,46003.18,17.56
2001-08-23,27.9,31.3,25.9,40442.74,45932.65,17.23
2001-08-24,27.8,30.5,25.8,36044.93,45861.41,13.47
2001-08-25,27.7,30.4,25.9,29457.46,45789.54,12.47
2001-08-26,27.8,31.8,25.7,28684.05,45717.06,11.69
2001-08-27,27.5,30.9,25.7,17074.00,45644.05,12.26
2001-08-28,26.8,29.8,25.5,10416.77,45570.57,7.96
2001-08-29,26.7,29.8,25.2,13494.23,45496.65,9.05
2001-08-30,27.3,29.5,25.3,19684.67,45422.37,10.75
2001-08-31,27.6,30.4,25.5,28670.08,45347.76,14.36
2001-09-01,27.7,31.0,25.7,39862.73,45272.88,15.13
2001-09-02,28.3,31.9,25.7,42516.40,45197.78,19.82
2001-09-03,28.6,31.9,25.8,42018.79,45122.51,19.32
2001-09-04,27.7,30.9,25.3,26659.07,45047.12,13.15
2001-09-05,27.1,30.7,25.4,10741.88,44971.66,10.71
2001-09-06,26.8,30.4,25.1,13954.35,44896.17,10.54
2001-09-07,26.9,29.9,25.1,20239.38,44820.71,11.32
2001-09-08,27.4,30.7,25.2,23651.41,44745.32,12.67
2001-09-09,27.6,31.2,25.8,21693.06,44670.05,12.33
2001-09-10,27.4,30.8,25.1,4980.48,44594.86,9.98
2001-09-11,26.1,30.8,24.5,9939.91,44519.22,8.99
2001-09-12,26.1,29.3,24.5,11769.48,44443.12,8.55
2001-09-13,27.3,30.7,25.1,38585.92,44366.60,16.05
2001-09-14,28.0,31.7,24.9,41695.61,44289.70,19.38
2001-09-15,28.4,31.9,25.0,35980.78,44212.49,18.53
2001-09-16,27.4,30.5,24.9,20932.40,44135.00,13.53
2001-09-17,26.7,30.0,24.8,27811.87,44057.30,13.70
2001-09-18,27.3,31.7,25.2,37879.99,43979.43,17.36
2001-09-19,28.1,32.4,24.9,34632.30,43901.45,18.92
2001-09-20,28.4,32.6,25.2,40174.73,43823.38,20.52
2001-09-21,28.5,32.1,24.8,40427.72,43745.30,19.41
2001-09-22,28.4,31.9,25.0,41076.69,43667.24,18.80
2001-09-23,28.2,31.8,24.9,39536.89,43589.26,19.28
2001-09-24,27.0,30.6,24.8,34324.34,43511.40,15.79
2001-09-25,27.6,31.5,24.7,38451.39,43433.72,17.81
2001-09-26,28.4,31.7,24.7,39900.32,43356.25,19.04
2001-09-27,28.1,32.2,25.3,37187.73,43279.06,18.45
2001-09-28,28.3,31.8,25.4,38487.63,43202.18,17.95
2001-09-29,27.7,30.8,25.0,38756.41,43125.68,16.19
2001-09-30,25.9,28.0,24.8,1717.08,43049.49,6.56
2001-10-01,26.0,28.2,25.0,3391.51,42973.08,7.23
2001-10-02,26.7,30.8,24.9,27989.73,42896.41,13.34
2001-10-03,26.5,30.2,24.8,23138.57,42819.52,12.54
2001-10-04,26.5,29.6,24.8,14274.63,42742.48,10.00
2001-10-05,27.1,30.9,25.4,33251.48,42665.34,13.27
2001-10-06,27.1,30.8,24.8,36393.21,42588.15,13.85
2001-10-07,27.7,31.8,24.7,36149.20,42510.96,15.10
2001-10-08,27.8,31.7,25.2,36724.45,42433.83,16.96
2001-10-09,28.0,31.7,25.7,37816.45,42356.81,17.21
2001-10-10,25.8,30.0,24.1,4677.92,42279.97,7.75
2001-10-11,27.5,31.2,24.1,36508.76,42203.35,16.89
2001-10-12,28.0,31.1,24.6,37120.96,42127.01,16.48
2001-10-13,27.1,31.0,24.7,34430.67,42051.01,16.37
2001-10-14,26.9,29.7,24.3,34804.92,41975.40,15.29
2001-10-15,26.7,31.1,23.9,36810.87,41900.25,15.37
2001-10-16,26.5,30.3,24.3,37182.66,41825.61,14.46
2001-10-17,25.9,28.8,24.0,26368.92,41751.54,9.90
2001-10-18,25.2,27.9,23.2,23947.48,41678.09,9.73
2001-10-19,25.7,29.9,22.0,32683.98,41605.34,18.57
2001-10-20,25.5,29.3,21.8,37541.09,41533.24,17.30
2001-10-21,25.7,29.3,21.7,37418.18,41461.20,17.52
2001-10-22,26.0,30.6,22.2,37296.66,41389.16,19.02
2001-10-23,26.6,31.2,22.3,37411.35,41317.18,19.69
2001-10-24,26.5,31.1,23.0,37058.07,41245.35,17.85
2001-10-25,26.2,30.6,22.2,37172.01,41173.71,18.76
2001-10-26,26.1,31.0,22.1,37169.12,41102.33,18.81
2001-10-27,25.1,29.9,22.2,36739.39,41031.28,15.38
2001-10-28,25.1,28.3,22.8,15719.91,40960.62,8.70
2001-10-29,24.3,27.2,23.0,14688.52,40890.43,7.17
2001-10-30,23.9,25.7,22.9,10750.24,40820.77,5.17
2001-10-31,24.8,27.6,22.3,23023.84,40751.71,9.78
2001-11-01,24.8,29.0,21.0,36604.86,40683.32,16.25
2001-11-02,25.6,29.4,20.9,36711.00,40615.67,17.39
2001-11-03,24.9,29.4,20.7,32008.79,40548.84,16.71
2001-11-04,25.1,29.8,21.0,36190.91,40482.89,17.80
2001-11-05,25.7,30.5,22.1,36602.73,40417.91,18.44
2001-11-06,25.9,29.7,21.2,30018.79,40353.97,14.44
2001-11-07,23.7,26.3,21.3,9572.91,40291.14,6.12
2001-11-08,23.7,26.7,20.7,18230.62,40229.52,7.86
2001-11-09,24.6,28.6,20.6,36116.20,40169.06,15.43
2001-11-10,24.0,27.1,22.0,19542.53,40109.15,8.01
2001-11-11,23.0,24.3,22.1,0.00,40049.76,3.33
2001-11-12,23.3,25.8,22.1,5456.88,39990.96,5.82
2001-11-13,24.0,26.2,22.1,6103.87,39932.80,6.19
2001-11-14,24.0,28.8,18.1,34742.25,39875.36,13.47
2001-11-15,23.8,28.1,17.9,36224.41,39818.71,17.93
2001-11-16,23.4,28.4,18.4,36126.40,39762.92,17.79
2001-11-17,23.5,28.4,18.8,35964.75,39708.06,16.85
2001-11-18,24.3,27.9,20.1,35947.98,39654.20,13.90
2001-11-19,23.5,27.7,19.5,35932.53,39601.43,14.97
2001-11-20,23.5,27.3,19.8,33655.62,39549.80,14.40
2001-11-21,23.1,27.3,19.1,35905.60,39499.40,14.13
2001-11-22,23.5,27.7,19.2,35894.17,39450.30,14.96
2001-11-23,23.2,27.0,18.8,35884.12,39402.59,12.59
2001-11-24,22.6,27.2,18.1,32672.64,39356.33,13.68
2001-11-25,21.9,27.7,16.7,35868.26,39311.61,16.82
2001-11-26,22.2,27.3,16.4,35862.48,39268.50,16.63
2001-11-27,22.6,27.4,17.0,35858.17,39227.09,15.96
2001-11-28,22.9,26.9,17.6,35855.34,39187.46,14.36
2001-11-29,22.4,27.4,16.6,35854.06,39149.59,14.86
2001-11-30,20.6,26.4,15.1,35854.55,39113.05,14.43
2001-12-01,20.0,25.4,14.0,35856.80,39077.79,16.93
2001-12-02,20.0,25.4,13.5,35860.77,39043.85,16.97
2001-12-03,19.4,25.7,13.0,35866.38,39011.29,16.89
2001-12-04,20.1,25.7,13.8,35873.60,38980.12,16.70
2001-12-05,20.8,26.1,13.6,35882.36,38950.42,16.54
2001-12-06,20.8,26.5,13.8,35892.61,38922.21,16.52
2001-12-07,20.5,26.3,13.7,35904.30,38895.54,16.54
